DATA,DIA,TIPO,DESCRICAO,ESTADO,CODIGO_MUNICIPIO
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5200100.0
04/04/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5200134.0
14/05/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5200134.0
30/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5200258.0
15/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5200258.0
15/09/2021,Feriado Municipal,MUNICIPAL,,GO,5200308.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5200308.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5200506.0
17/06/2021,Feriado Municipal,MUNICIPAL,,GO,5200506.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5200605.0
27/11/2021,Feriado Municipal,MUNICIPAL,,GO,5200605.0
12/12/2021,Feriado Municipal,MUNICIPAL,,GO,5200605.0
08/09/2021,Feriado Municipal,MUNICIPAL,,GO,5200803.0
26/07/2021,Padroeira,MUNICIPAL,"Dia de SantAnna, padroeira de Anápolis",GO,5201108.0
31/07/2021,Aniversário,MUNICIPAL,Aniversário de Anápolis,GO,5201108.0
07/06/2021,Feriado Municipal,MUNICIPAL,,GO,5201306.0
14/11/2021,Emancipação política,MUNICIPAL,conforme Lei Municipal nº 792 de 10/10/1988 e Lei Municipal nº 3.257 de 25/05/2015,GO,5201405.0
28/08/2021,Feriado Municipal,MUNICIPAL,,GO,5201504.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5201504.0
06/08/2021,Feriado Municipal,MUNICIPAL,,GO,5201702.0
20/11/2021,Consciência Negra,MUNICIPAL,,GO,5201702.0
14/05/2021,Feriado Municipal,MUNICIPAL,,GO,5202155.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5202155.0
14/05/2021,Feriado Municipal,MUNICIPAL,,GO,5202353.0
29/06/2021,Feriado Municipal,MUNICIPAL,,GO,5202353.0
18/12/2021,Feriado Municipal,MUNICIPAL,,GO,5202502.0
13/12/2021,Feriado Municipal,MUNICIPAL,,GO,5202601.0
15/08/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5203203.0
14/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5203203.0
05/06/2021,Feriado Municipal,MUNICIPAL,,GO,5203302.0
23/06/2021,Feriado Municipal,MUNICIPAL,,GO,5203401.0
24/06/2021,Feriado Municipal,MUNICIPAL,,GO,5203401.0
18/08/2021,Feriado Municipal,MUNICIPAL,,GO,5203401.0
06/08/2021,Feriado Municipal,MUNICIPAL,,GO,5203500.0
07/11/2021,Feriado Municipal,MUNICIPAL,,GO,5203500.0
25/01/2021,Feriado Municipal,MUNICIPAL,,GO,5203807.0
29/06/2021,Feriado Municipal,MUNICIPAL,,GO,5203807.0
24/06/2021,Feriado Municipal,MUNICIPAL,,GO,5203906.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5203906.0
23/08/2021,Feriado Municipal,MUNICIPAL,,GO,5204003.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5204003.0
15/08/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5204102.0
24/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5204102.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5204250.0
14/05/2021,Feriado Municipal,MUNICIPAL,,GO,5204250.0
16/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5204300.0
20/01/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5204409.0
29/07/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5204409.0
01/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5204409.0
15/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5204508.0
21/10/2021,Aniversário da Cidade,MUNICIPAL,Comemorações da Fundação da Cidade: 21 de Outubro de 1911,GO,5204508.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5204557.0
29/04/2021,Feriado Municipal,MUNICIPAL,,GO,5204557.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5204557.0
31/05/2021,Feriado Municipal,MUNICIPAL,,GO,5204607.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5204706.0
08/09/2021,Feriado Municipal,MUNICIPAL,,GO,5204805.0
12/11/2021,Feriado Municipal,MUNICIPAL,,GO,5204805.0
08/12/2021,Feriado Municipal,MUNICIPAL,,GO,5204904.0
13/06/2021,Santo Antônio,MUNICIPAL,,GO,5204953.0
11/06/2021,Feriado Municipal,MUNICIPAL,,GO,5205000.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5205000.0
16/01/2021,Feriado Municipal,MUNICIPAL,,GO,5205059.0
16/06/2021,Feriado Municipal,MUNICIPAL,,GO,5205059.0
20/08/2021,Feriado Municipal,MUNICIPAL,,GO,5205109.0
26/07/2021,Feriado Municipal,MUNICIPAL,,GO,5205307.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5205307.0
16/09/2021,Feriado Municipal,MUNICIPAL,,GO,5205307.0
11/11/2021,Feriado Municipal,MUNICIPAL,,GO,5205307.0
30/11/2021,Feriado Municipal,MUNICIPAL,,GO,5205307.0
17/03/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5205406.0
16/07/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5205406.0
04/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5205406.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5205406.0
14/05/2021,Feriado Municipal,MUNICIPAL,,GO,5205455.0
25/07/2021,Feriado Municipal,MUNICIPAL,,GO,5205455.0
21/08/2021,Feriado Municipal,MUNICIPAL,,GO,5205471.0
22/08/2021,Feriado Municipal,MUNICIPAL,,GO,5205471.0
13/06/2021,Santo Antônio,MUNICIPAL,Dia de Santo Antônio,GO,5205497.0
31/10/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5205497.0
09/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5205497.0
13/06/2021,Santo Antônio,MUNICIPAL,,GO,5205513.0
03/07/2021,Feriado Municipal,MUNICIPAL,,GO,5205513.0
30/11/2021,Feriado Municipal,MUNICIPAL,,GO,5205513.0
24/09/2021,Feriado Municipal,MUNICIPAL,,GO,5205703.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5205802.0
09/07/2021,Feriado Municipal,MUNICIPAL,,GO,5205802.0
08/09/2021,Feriado Municipal,MUNICIPAL,,GO,5205802.0
30/11/2021,Feriado Municipal,MUNICIPAL,,GO,5205802.0
28/05/2021,Feriado Municipal,MUNICIPAL,,GO,5205901.0
06/08/2021,Feriado Municipal,MUNICIPAL,,GO,5205901.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5206206.0
16/05/2021,Feriado Municipal,MUNICIPAL,,GO,5206206.0
18/07/2021,Feriado Municipal,MUNICIPAL,,GO,5206206.0
31/10/2021,Feriado Municipal,MUNICIPAL,,GO,5206206.0
23/06/2021,Feriado Municipal,MUNICIPAL,,GO,5206305.0
30/10/2021,Feriado Municipal,MUNICIPAL,,GO,5206404.0
08/12/2021,Feriado Municipal,MUNICIPAL,,GO,5206404.0
12/11/2021,Feriado Municipal,MUNICIPAL,,GO,5206503.0
04/12/2021,Feriado Municipal,MUNICIPAL,,GO,5206503.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5206602.0
10/07/2021,Feriado Municipal,MUNICIPAL,,GO,5206602.0
14/07/2021,Feriado Municipal,MUNICIPAL,,GO,5206602.0
10/12/2021,Feriado Municipal,MUNICIPAL,,GO,5206602.0
30/04/2021,Feriado Municipal,MUNICIPAL,,GO,5206701.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5206701.0
13/06/2021,Santo Antônio,MUNICIPAL,,GO,5206800.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5206800.0
17/12/2021,Feriado Municipal,MUNICIPAL,,GO,5207105.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5208301.0
24/06/2021,Feriado Municipal,MUNICIPAL,,GO,5208301.0
10/08/2021,Feriado Municipal,MUNICIPAL,,GO,5208301.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5208301.0
14/05/2021,Feriado Municipal,MUNICIPAL,,GO,5207253.0
29/09/2021,Feriado Municipal,MUNICIPAL,,GO,5207253.0
13/06/2021,Santo Antônio,MUNICIPAL,Dia de Santo Antônio,GO,5207402.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5207600.0
08/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5207808.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5207907.0
20/11/2021,Consciência Negra,MUNICIPAL,,GO,5207907.0
01/08/2021,Feriado Municipal,MUNICIPAL,,GO,5208004.0
08/12/2021,Feriado Municipal,MUNICIPAL,,GO,5208004.0
04/08/2021,Feriado Municipal,MUNICIPAL,,GO,5208103.0
25/09/2021,Feriado Municipal,MUNICIPAL,,GO,5208103.0
23/06/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5208400.0
14/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5208400.0
24/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5208400.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5208509.0
06/05/2021,Feriado Municipal,MUNICIPAL,,GO,5208509.0
30/06/2021,Feriado Municipal,MUNICIPAL,,GO,5208509.0
01/11/2021,Feriado Municipal,MUNICIPAL,,GO,5208509.0
08/12/2021,Feriado Municipal,MUNICIPAL,,GO,5208509.0
24/06/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5208608.0
14/07/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5208608.0
15/08/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5208608.0
27/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5208608.0
24/05/2021,Nossa Senhora Auxiliadora,MUNICIPAL,conforme Lei Municipal nº 701 de 30/08/1956,GO,5208707.0
24/10/2021,Aniversário de Goiânia,MUNICIPAL,conforme a Lei nº 6968 de 19 de junho de 1991,GO,5208707.0
20/11/2021,Consciência Negra,MUNICIPAL,conforme a Lei nº 8786/2009,GO,5208707.0
04/01/2021,Feriado Municipal,MUNICIPAL,,GO,5208806.0
25/03/2021,Feriado Municipal,MUNICIPAL,,GO,5208806.0
26/07/2021,Fundação da Cidade,MUNICIPAL,Comemorações da Fundação da Cidade de Goiás,GO,5208905.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5208905.0
20/01/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5209101.0
21/01/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5209101.0
01/06/2021,Feriado Municipal,MUNICIPAL,,GO,5209150.0
24/06/2021,Feriado Municipal,MUNICIPAL,,GO,5209150.0
14/05/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5209200.0
13/06/2021,Santo Antônio,MUNICIPAL,Dia de Santo Antônio,GO,5209705.0
05/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5209705.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5209804.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5209903.0
19/03/2021,São José,MUNICIPAL,Dia de São José,GO,5209937.0
29/04/2021,Feriado Municipal,MUNICIPAL,,GO,5209937.0
01/02/2021,Feriado Municipal,MUNICIPAL,,GO,5209952.0
22/04/2021,Feriado Municipal,MUNICIPAL,,GO,5209952.0
14/05/2021,Feriado Municipal,MUNICIPAL,,GO,5209952.0
19/03/2021,São José,MUNICIPAL,Dia de São José,GO,5210000.0
26/07/2021,Feriado Municipal,MUNICIPAL,,GO,5210000.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5210109.0
12/09/2021,Feriado Municipal,MUNICIPAL,,GO,5210109.0
24/05/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5210208.0
19/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5210208.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5210406.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5210406.0
09/11/2021,Feriado Municipal,MUNICIPAL,,GO,5210406.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5210604.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5210604.0
24/06/2021,Feriado Municipal,MUNICIPAL,,GO,5210802.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5210802.0
20/11/2021,Consciência Negra,MUNICIPAL,,GO,5210802.0
11/08/2021,Feriado Municipal,MUNICIPAL,,GO,5210901.0
08/08/2021,Feriado Municipal,MUNICIPAL,,GO,5211008.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5211008.0
06/01/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5211206.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5211305.0
21/07/2021,Feriado Municipal,MUNICIPAL,,GO,5211305.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5211305.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5211404.0
22/05/2021,Feriado Municipal,MUNICIPAL,,GO,5211503.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5211701.0
20/01/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5211800.0
29/07/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5211800.0
08/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5211800.0
31/05/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5211909.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5212105.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5212105.0
14/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5212204.0
27/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5212204.0
20/01/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5212303.0
24/05/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5212303.0
15/08/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5212303.0
02/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5212303.0
30/11/2021,Evangélico,MUNICIPAL,,GO,5212501.0
13/12/2021,Aniversário de Luziânia,MUNICIPAL,,GO,5212501.0
13/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5212600.0
14/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5212709.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5212709.0
13/06/2021,Santo Antônio,MUNICIPAL,,GO,5212808.0
02/09/2021,Feriado Municipal,MUNICIPAL,,GO,5212808.0
30/11/2021,Feriado Municipal,MUNICIPAL,,GO,5212808.0
01/06/2021,Feriado Municipal,MUNICIPAL,,GO,5212956.0
13/12/2021,Feriado Municipal,MUNICIPAL,,GO,5212956.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5213004.0
14/05/2021,Feriado Municipal,MUNICIPAL,,GO,5213087.0
31/10/2021,Feriado Municipal,MUNICIPAL,,GO,5213103.0
13/06/2021,Santo Antônio,MUNICIPAL,,GO,5213509.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5213509.0
15/08/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5213756.0
30/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5213756.0
16/07/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5213806.0
29/08/2021,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade,GO,5213806.0
19/03/2021,São José,MUNICIPAL,Dia de São José,GO,5213905.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5213905.0
27/06/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5214002.0
10/06/2021,Feriado Municipal,MUNICIPAL,,GO,5214051.0
25/08/2021,Feriado Municipal,MUNICIPAL,,GO,5214408.0
03/08/2021,Feriado Municipal,MUNICIPAL,,GO,5214507.0
19/03/2021,São José,MUNICIPAL,Dia de São José,GO,5214606.0
25/07/2021,Feriado Municipal,MUNICIPAL,,GO,5214606.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5214606.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5214804.0
13/05/2021,Feriado Municipal,MUNICIPAL,,GO,5214804.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5214804.0
13/11/2021,Feriado Municipal,MUNICIPAL,,GO,5214804.0
01/02/2021,Feriado Municipal,MUNICIPAL,,GO,5214838.0
13/06/2021,Santo Antônio,MUNICIPAL,,GO,5214838.0
10/06/2021,Feriado Municipal,MUNICIPAL,,GO,5214861.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5214861.0
27/09/2021,Feriado Municipal,MUNICIPAL,,GO,5214861.0
16/07/2021,Feriado Municipal,MUNICIPAL,,GO,5215009.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5215009.0
15/06/2021,Feriado Municipal,MUNICIPAL,,GO,5215231.0
30/11/2021,Feriado Municipal,MUNICIPAL,,GO,5215231.0
08/12/2021,Feriado Municipal,MUNICIPAL,,GO,5215231.0
01/06/2021,Feriado Municipal,MUNICIPAL,,GO,5215256.0
02/06/2021,Feriado Municipal,MUNICIPAL,,GO,5215256.0
29/06/2021,Feriado Municipal,MUNICIPAL,,GO,5215256.0
02/07/2021,Feriado Municipal,MUNICIPAL,,GO,5215256.0
06/08/2021,Feriado Municipal,MUNICIPAL,,GO,5215256.0
15/09/2021,Feriado Municipal,MUNICIPAL,,GO,5215306.0
09/05/2021,Feriado Municipal,MUNICIPAL,,GO,5215603.0
16/07/2021,Feriado Municipal,MUNICIPAL,,GO,5215603.0
01/11/2021,Feriado Municipal,MUNICIPAL,,GO,5215603.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5215702.0
06/07/2021,Feriado Municipal,MUNICIPAL,,GO,5215702.0
01/11/2021,Feriado Municipal,MUNICIPAL,,GO,5216304.0
08/12/2021,Feriado Municipal,MUNICIPAL,,GO,5216304.0
15/08/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5216403.0
10/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5216403.0
08/09/2021,Feriado Municipal,MUNICIPAL,,GO,5216809.0
08/10/2021,Aniversário da Cidade,MUNICIPAL,Aniversário de Petrolina de Goiás,GO,5216809.0
15/08/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5217104.0
01/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5217104.0
22/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5217104.0
13/06/2021,Santo Antônio,MUNICIPAL,,GO,5217203.0
13/06/2021,Santo Antônio,MUNICIPAL,Dia de Santo Antônio,GO,5217401.0
09/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5217401.0
19/03/2021,São José,MUNICIPAL,Dia de São José,GO,5217609.0
30/11/2021,Feriado Municipal,MUNICIPAL,,GO,5217609.0
22/05/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5217708.0
31/10/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5217708.0
25/08/2021,Feriado Municipal,MUNICIPAL,,GO,5218003.0
15/09/2021,Feriado Municipal,MUNICIPAL,,GO,5218003.0
13/12/2021,Feriado Municipal,MUNICIPAL,,GO,5218003.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5218102.0
19/07/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5218300.0
26/07/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5218300.0
22/01/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5218508.0
15/08/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5218508.0
17/03/2021,Feriado Municipal,MUNICIPAL,,GO,5218607.0
31/05/2021,Feriado Municipal,MUNICIPAL,,GO,5218607.0
16/07/2021,Feriado Municipal,MUNICIPAL,,GO,5218607.0
04/09/2021,Feriado Municipal,MUNICIPAL,,GO,5218607.0
18/12/2021,Feriado Municipal,MUNICIPAL,,GO,5218706.0
20/01/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5218789.0
11/05/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5218789.0
20/01/2021,São Sebastião (Padroeiro),MUNICIPAL,conforme Lei Municipal nº 2.822 de 16/10/1992,GO,5218805.0
05/08/2021,Aniversário de Rio Verde,MUNICIPAL,conforme Lei Municipal nº 2.822 de 16/10/1992 e Lei Municipal nº 1.401 de 10/05/1976,GO,5218805.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5218904.0
05/01/2021,Feriado Municipal,MUNICIPAL,,GO,5219001.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5219001.0
03/06/2021,Corpus Christi,MUNICIPAL,Corpus Christi,GO,5219100.0
23/10/2021,Aniversário da cidade,MUNICIPAL,Aniversário de Santa Bárbara de Goiás,GO,5219100.0
04/12/2021,Santa Bárbara,MUNICIPAL,"Dia de Santa Bárbara, padroeira do município",GO,5219100.0
08/12/2021,Feriado Municipal,MUNICIPAL,,GO,5219209.0
01/06/2021,Feriado Municipal,MUNICIPAL,,GO,5219258.0
18/05/2021,Feriado Municipal,MUNICIPAL,,GO,5219308.0
20/08/2021,Feriado Municipal,MUNICIPAL,,GO,5219308.0
22/05/2021,Feriado Municipal,MUNICIPAL,,GO,5219407.0
20/11/2021,Consciência Negra,MUNICIPAL,,GO,5219407.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5219506.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5219506.0
08/03/2021,Feriado Municipal,MUNICIPAL,,GO,5219753.0
14/05/2021,Feriado Municipal,MUNICIPAL,,GO,5219753.0
13/06/2021,Santo Antônio,MUNICIPAL,,GO,5219753.0
30/11/2021,Feriado Municipal,MUNICIPAL,,GO,5219753.0
04/08/2021,Feriado Municipal,MUNICIPAL,,GO,5219803.0
06/08/2021,Feriado Municipal,MUNICIPAL,,GO,5219803.0
13/12/2021,Feriado Municipal,MUNICIPAL,,GO,5219803.0
08/09/2021,Feriado Municipal,MUNICIPAL,,GO,5219902.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5220009.0
24/06/2021,Feriado Municipal,MUNICIPAL,,GO,5220009.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5220009.0
13/11/2021,Feriado Municipal,MUNICIPAL,,GO,5220009.0
24/12/2021,Feriado Municipal,MUNICIPAL,,GO,5220009.0
21/06/2021,Feriado Municipal,MUNICIPAL,,GO,5220108.0
29/09/2021,Feriado Municipal,MUNICIPAL,,GO,5220207.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5220207.0
09/01/2021,Feriado Municipal,MUNICIPAL,,GO,5220264.0
29/09/2021,Feriado Municipal,MUNICIPAL,,GO,5220264.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5220405.0
24/05/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5220454.0
01/06/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,GO,5220454.0
13/05/2021,Feriado Municipal,MUNICIPAL,,GO,5220504.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5220504.0
14/09/2021,Feriado Municipal,MUNICIPAL,,GO,5220603.0
13/06/2021,Santo Antônio,MUNICIPAL,,GO,5221304.0
15/08/2021,Feriado Municipal,MUNICIPAL,,GO,5221304.0
28/06/2021,Feriado Municipal,MUNICIPAL,,GO,5221403.0
29/06/2021,Feriado Municipal,MUNICIPAL,,GO,5221403.0
02/07/2021,Feriado Municipal,MUNICIPAL,,GO,5221403.0
31/08/2021,Feriado Municipal,MUNICIPAL,,GO,5221403.0
14/06/2021,Feriado Municipal,MUNICIPAL,,GO,5221502.0
14/11/2021,Feriado Municipal,MUNICIPAL,,GO,5221502.0
01/06/2021,Feriado Municipal,MUNICIPAL,,GO,5221551.0
05/08/2021,Feriado Municipal,MUNICIPAL,,GO,5221551.0
04/07/2021,Feriado Municipal,MUNICIPAL,,GO,5221601.0
26/07/2021,Feriado Municipal,MUNICIPAL,,GO,5221601.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5221700.0
14/09/2021,Feriado Municipal,MUNICIPAL,,GO,5221700.0
06/08/2021,Feriado Municipal,MUNICIPAL,,GO,5221809.0
02/04/2021,Sexta-feira da Paixão,MUNICIPAL,Sexta-feira da Paixão,GO,5221858.0
15/06/2021,Aniversário,MUNICIPAL,Dia do Aniversário do Município de Valparaíso de Goiás,GO,5221858.0
04/10/2021,Padroeiro,MUNICIPAL,Dia do Padroeiro do Município de Valparaíso de Goiás,GO,5221858.0
30/11/2021,Evangélico,MUNICIPAL,Dia do Evangélico,GO,5221858.0
19/03/2021,São José,MUNICIPAL,Dia de São José,GO,5222005.0
19/08/2021,Feriado Municipal,MUNICIPAL,,GO,5222005.0
20/01/2021,Feriado Municipal,MUNICIPAL,,GO,5222054.0
10/06/2021,Feriado Municipal,MUNICIPAL,,GO,5222054.0
06/06/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,MA,2100055.0
05/07/2021,Feriado Municipal,MUNICIPAL,,MA,2100204.0
22/12/2021,Feriado Municipal,MUNICIPAL,,MA,2100204.0
11/02/2021,Feriado Municipal,MUNICIPAL,,MA,2100303.0
24/06/2021,Feriado Municipal,MUNICIPAL,,MA,2100303.0
10/08/2021,Feriado Municipal,MUNICIPAL,,MA,2100303.0
08/12/2021,Feriado Municipal,MUNICIPAL,,MA,2100303.0
10/11/2021,Feriado Municipal,MUNICIPAL,,MA,2100477.0
19/05/2021,Feriado Municipal,MUNICIPAL,,MA,2100501.0
08/09/2021,Feriado Municipal,MUNICIPAL,,MA,2100501.0
20/01/2021,Feriado Municipal,MUNICIPAL,,MA,2100600.0
19/04/2021,Feriado Municipal,MUNICIPAL,,MA,2100600.0
20/01/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,MA,2100907.0
29/03/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,MA,2100907.0
31/08/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,MA,2100907.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,MA,2100907.0
17/01/2021,Feriado Municipal,MUNICIPAL,,MA,2100956.0
05/11/2021,Feriado Municipal,MUNICIPAL,,MA,2100956.0
27/06/2021,Feriado Municipal,MUNICIPAL,,MA,2101004.0
15/08/2021,Feriado Municipal,MUNICIPAL,,MA,2101004.0
14/09/2021,Feriado Municipal,MUNICIPAL,,MA,2101004.0
17/04/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,MA,2101202.0
01/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,MA,2101202.0
29/06/2021,São Pedro,MUNICIPAL,,MA,2101251.0
10/11/2021,"Aniversário do Município, segundo a Lei Municipal 168/2003",MUNICIPAL,,MA,2101251.0
08/12/2021,"Padroeira da cidade, Nossa Senhora da Conceição, segundo a Lei Municipal 168/2003",MUNICIPAL,,MA,2101251.0
02/01/2021,Feriado Municipal,MUNICIPAL,,MA,2101301.0
