DATA,DIA,TIPO,DESCRICAO,ESTADO,CODIGO_MUNICIPIO
04/01/2021,Feriado Municipal,MUNICIPAL,,PB,2508307.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2508307.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PB,2508307.0
15/08/2021,Feriado Municipal,MUNICIPAL,,PB,2508307.0
20/01/2021,São Sebastião,MUNICIPAL,Dia de São Sebastião,PB,2508554.0
29/04/2021,Aniversário da Cidade,MUNICIPAL,Emancipação política do Município,PB,2508554.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PB,2508901.0
21/05/2021,Feriado Municipal,MUNICIPAL,,PB,2509008.0
31/05/2021,Feriado Municipal,MUNICIPAL,,PB,2509008.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2509008.0
21/12/2021,Feriado Municipal,MUNICIPAL,,PB,2509008.0
20/01/2021,Feriado Municipal,MUNICIPAL,,PB,2509107.0
25/05/2021,Feriado Municipal,MUNICIPAL,,PB,2509107.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2509107.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PB,2509107.0
25/06/2021,Feriado Municipal,MUNICIPAL,Alusivo à morte do ex-prefeito Luiz Goncalves de Lima.,PB,2509404.0
15/09/2021,Nossa Sra das Dores,MUNICIPAL,"Alusivo à Padroeira da cidade, Nossa Senhora das Dores.",PB,2509404.0
07/11/2021,Feriado Municipal,MUNICIPAL,Alusivo à morte do ex-prefeito José Benedito da Silveira (Zé Silveira),PB,2509404.0
12/12/2021,Aniversário da Cidade,MUNICIPAL,Emancipação política do município,PB,2509404.0
28/06/2021,Aniversário,MUNICIPAL,Emancipação Política,PB,2509701.0
15/09/2021,Padroeira,MUNICIPAL,Nossa Senhora das Dores,PB,2509701.0
12/02/2021,Feriado Municipal,MUNICIPAL,,PB,2509800.0
21/02/2021,Feriado Municipal,MUNICIPAL,,PB,2509800.0
13/06/2021,Santo Antônio,MUNICIPAL,,PB,2509800.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2509800.0
27/09/2021,Feriado Municipal,MUNICIPAL,,PB,2509800.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PB,2509800.0
29/11/2021,Feriado Municipal,MUNICIPAL,,PB,2509909.0
24/06/2021,São João,MUNICIPAL,São João,PB,2510808.0
24/09/2021,Padroeira,MUNICIPAL,Nossa Senhora da Guia,PB,2510808.0
08/12/2021,N. Sra. da Conceição,MUNICIPAL,Nossa Senhora da Conceição,PB,2510808.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PB,2510907.0
31/12/2021,Feriado Municipal,MUNICIPAL,,PB,2510907.0
05/05/2021,Feriado Municipal,MUNICIPAL,,PB,2511202.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2511202.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PB,2511202.0
09/02/2021,Feriado Municipal,MUNICIPAL,,PB,2511301.0
13/06/2021,Santo Antônio,MUNICIPAL,,PB,2511301.0
08/11/2021,Feriado Municipal,MUNICIPAL,,PB,2511301.0
20/01/2021,Feriado Municipal,MUNICIPAL,,PB,2511400.0
18/03/2021,Feriado Municipal,MUNICIPAL,,PB,2511400.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PB,2511400.0
28/04/2021,Feriado Municipal,MUNICIPAL,,PB,2511509.0
03/06/2021,Feriado Municipal,MUNICIPAL,,PB,2511509.0
20/01/2021,Feriado Municipal,MUNICIPAL,,PB,2511806.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2511806.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PB,2511806.0
04/12/2021,Feriado Municipal,MUNICIPAL,,PB,2511806.0
24/06/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PB,2512002.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PB,2512002.0
10/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PB,2512002.0
31/05/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PB,2512101.0
24/06/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PB,2512101.0
29/06/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PB,2512101.0
21/07/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PB,2512101.0
26/04/2021,Padroeira da Cidade,MUNICIPAL,Data consagrada à comemoração da padroeira da cidade Nossa Senhora do Bom Conselho,PB,2512309.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2512309.0
18/11/2021,Feriado Municipal,MUNICIPAL,,PB,2512309.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PB,2512309.0
28/01/2021,Feriado Municipal,MUNICIPAL,,PB,2512408.0
16/07/2021,Feriado Municipal,MUNICIPAL,,PB,2512408.0
06/01/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PB,2512507.0
24/06/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PB,2512507.0
24/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PB,2512507.0
14/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PB,2512507.0
31/03/2021,Feriado Municipal,MUNICIPAL,,PB,2512705.0
27/11/2021,Feriado Municipal,MUNICIPAL,,PB,2512705.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PB,2512705.0
22/05/2021,Feriado Municipal,MUNICIPAL,,PB,2512903.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2512903.0
06/12/2021,Feriado Municipal,MUNICIPAL,,PB,2512903.0
18/05/2021,Feriado Municipal,MUNICIPAL,,PB,2513109.0
07/11/2021,Feriado Municipal,MUNICIPAL,,PB,2513109.0
22/11/2021,Feriado Municipal,MUNICIPAL,,PB,2513109.0
05/12/2021,Feriado Municipal,MUNICIPAL,,PB,2513109.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PB,2513109.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2513406.0
24/11/2021,Feriado Municipal,MUNICIPAL,,PB,2513406.0
13/12/2021,Feriado Municipal,MUNICIPAL,,PB,2513406.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PB,2513703.0
22/05/2021,Padroeira,MUNICIPAL,Dia de Santa Rita,PB,2513703.0
08/12/2021,N. Sra. da Conceição,MUNICIPAL,Dia de Nossa Senhora da Conceição,PB,2513703.0
20/01/2021,Feriado Municipal,MUNICIPAL,,PB,2513901.0
29/04/2021,Feriado Municipal,MUNICIPAL,,PB,2513901.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2500700.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PB,2500700.0
20/01/2021,Feriado Municipal,MUNICIPAL,,PB,2514503.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PB,2514503.0
24/09/2021,Feriado Municipal,MUNICIPAL,,PB,2514503.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PB,2514909.0
17/08/2021,Feriado Municipal,MUNICIPAL,,PB,2514909.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PB,2514909.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2515302.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PB,2515302.0
01/12/2021,Feriado Municipal,MUNICIPAL,,PB,2515302.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PB,2515302.0
27/04/2021,Feriado Municipal,MUNICIPAL,,PB,2515500.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2515500.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PB,2515500.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2515906.0
19/02/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PB,2516003.0
13/06/2021,Santo Antônio,MUNICIPAL,Dia de Santo Antônio,PB,2516003.0
26/11/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PB,2516003.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2516102.0
24/09/2021,Feriado Municipal,MUNICIPAL,,PB,2516102.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2516201.0
10/07/2021,Feriado Municipal,MUNICIPAL,,PB,2516201.0
08/09/2021,Feriado Municipal,MUNICIPAL,,PB,2516201.0
01/04/2021,Feriado Municipal,MUNICIPAL,,PB,2516300.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2516300.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PB,2516300.0
20/01/2021,Feriado Municipal,MUNICIPAL,,PB,2516508.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2516508.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PB,2516508.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2516607.0
29/09/2021,Feriado Municipal,MUNICIPAL,,PB,2516607.0
17/11/2021,Feriado Municipal,MUNICIPAL,,PB,2516607.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2516706.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PB,2516706.0
22/07/2021,Feriado Municipal,MUNICIPAL,,PB,2516706.0
29/08/2021,Feriado Municipal,MUNICIPAL,,PB,2516706.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PB,2516904.0
02/12/2021,Feriado Municipal,MUNICIPAL,,PB,2516904.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PB,2516904.0
06/01/2021,Feriado Municipal,MUNICIPAL,,PB,2517001.0
02/05/2021,Feriado Municipal,MUNICIPAL,,PB,2517001.0
29/05/2021,Feriado Municipal,MUNICIPAL,,PB,2517001.0
24/06/2021,Feriado Municipal,MUNICIPAL,,PB,2517001.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PB,2517001.0
24/09/2021,Feriado Municipal,MUNICIPAL,,PB,2517001.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2600054.0
14/05/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2600054.0
31/10/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2600054.0
01/07/2021,Feriado Municipal,MUNICIPAL,,PE,2600104.0
22/07/2021,Feriado Municipal,MUNICIPAL,,PE,2600104.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2600104.0
31/05/2021,Feriado Municipal,MUNICIPAL,,PE,2600203.0
02/02/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2600302.0
13/06/2021,Santo Antônio,MUNICIPAL,Dia de Santo Antônio,PE,2600302.0
11/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2600302.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2600401.0
03/08/2021,Feriado Municipal,MUNICIPAL,,PE,2600401.0
24/05/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2600500.0
13/06/2021,Santo Antônio,MUNICIPAL,Dia de Santo Antônio,PE,2600500.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2600500.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2600609.0
31/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2600609.0
11/09/2021,Feriado Municipal,MUNICIPAL,,PE,2600708.0
15/09/2021,Feriado Municipal,MUNICIPAL,,PE,2600708.0
28/06/2021,Feriado Municipal,MUNICIPAL,,PE,2600807.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PE,2600807.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2600807.0
18/12/2021,Feriado Municipal,MUNICIPAL,,PE,2600807.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2600906.0
29/06/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2600906.0
23/07/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2600906.0
31/10/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2600906.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2601003.0
11/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2601102.0
31/10/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2601102.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2601102.0
11/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2601201.0
23/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2601201.0
02/02/2021,Feriado Municipal,MUNICIPAL,,PE,2601409.0
19/07/2021,Feriado Municipal,MUNICIPAL,,PE,2601409.0
29/09/2021,Feriado Municipal,MUNICIPAL,,PE,2601409.0
02/02/2021,Feriado Municipal,MUNICIPAL,,PE,2601508.0
03/05/2021,Feriado Municipal,MUNICIPAL,,PE,2601508.0
15/09/2021,Feriado Municipal,MUNICIPAL,,PE,2601508.0
07/05/2021,Feriado Municipal,MUNICIPAL,,PE,2601607.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2601607.0
20/01/2021,Feriado Municipal,MUNICIPAL,,PE,2601706.0
11/09/2021,Feriado Municipal,MUNICIPAL,,PE,2601706.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2601706.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2601904.0
18/05/2021,Feriado Municipal,MUNICIPAL,,PE,2601904.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2601904.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2602001.0
12/06/2021,Feriado Municipal,MUNICIPAL,,PE,2602001.0
20/01/2021,São Sebastião,MUNICIPAL,Dia de São Sebastião,PE,2602100.0
26/04/2021,N. Sra do Bom Conselho,MUNICIPAL,Dia de Nossa Senhora do Bom Conselho,PE,2602100.0
03/08/2021,Emancipação Política,MUNICIPAL,Aniversário da Emancipação Política da Cidade,PE,2602100.0
02/02/2021,Feriado Municipal,MUNICIPAL,,PE,2602209.0
03/02/2021,Feriado Municipal,MUNICIPAL,,PE,2602209.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PE,2602209.0
19/07/2021,Feriado Municipal,MUNICIPAL,,PE,2602209.0
20/05/2021,Feriado Municipal,MUNICIPAL,,PE,2602308.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2602308.0
06/01/2021,Feriado Municipal,MUNICIPAL,,PE,2602407.0
01/03/2021,Feriado Municipal,MUNICIPAL,,PE,2602407.0
20/07/2021,Feriado Municipal,MUNICIPAL,,PE,2602407.0
14/09/2021,Feriado Municipal,MUNICIPAL,,PE,2602407.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2602407.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2602605.0
26/05/2021,Feriado Municipal,MUNICIPAL,,PE,2602605.0
20/06/2021,Feriado Municipal,MUNICIPAL,,PE,2602605.0
20/12/2021,Feriado Municipal,MUNICIPAL,,PE,2602704.0
12/05/2021,Feriado Municipal,MUNICIPAL,,PE,2602803.0
18/05/2021,Feriado Municipal,MUNICIPAL,,PE,2602803.0
13/06/2021,Santo Antônio,MUNICIPAL," padroeiro do município, conforme o Decreto nº 1300 de 17 de dezembro de 2014",PE,2602902.0
09/07/2021,Comemoração da fundação do município,MUNICIPAL,conforme o Decreto nº 1300 de 17 de dezembro de 2014,PE,2602902.0
31/10/2021,Dia municipal da reforma protestante e Ação de Graças,MUNICIPAL,conforme o Decreto nº 1300 de 17 de dezembro de 2014,PE,2602902.0
11/09/2021,Feriado Municipal,MUNICIPAL,,PE,2603009.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2603009.0
13/06/2021,Santo Antônio,MUNICIPAL,,PE,2603108.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PE,2603108.0
17/12/2021,Feriado Municipal,MUNICIPAL,,PE,2603108.0
21/02/2021,Feriado Municipal,MUNICIPAL,,PE,2603207.0
07/08/2021,Feriado Municipal,MUNICIPAL,,PE,2603207.0
12/08/2021,Feriado Municipal,MUNICIPAL,,PE,2603207.0
13/09/2021,Feriado Municipal,MUNICIPAL,,PE,2603207.0
10/06/2021,Feriado Municipal,MUNICIPAL,,PE,2603454.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2603454.0
18/05/2021,Feriado Municipal,MUNICIPAL,,PE,2603504.0
29/12/2021,Feriado Municipal,MUNICIPAL,,PE,2603504.0
02/02/2021,Feriado Municipal,MUNICIPAL,,PE,2603702.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2603702.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2603801.0
28/10/2021,Feriado Municipal,MUNICIPAL,,PE,2603801.0
21/12/2021,Feriado Municipal,MUNICIPAL,,PE,2603801.0
13/06/2021,Santo Antônio,MUNICIPAL,,PE,2603900.0
04/08/2021,Feriado Municipal,MUNICIPAL,,PE,2603900.0
30/12/2021,Feriado Municipal,MUNICIPAL,,PE,2603900.0
06/01/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2604007.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2604007.0
11/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2604007.0
18/05/2021,Aniversário da cidade,MUNICIPAL,De acordo com a Lei nº 2.959 de 1985,PE,2604106.0
29/06/2021,São Pedro,MUNICIPAL,De acordo com a Lei nº 2.959 de 1985,PE,2604106.0
15/09/2021,Padroeira N. Sra das Dores,MUNICIPAL,De acordo com a Lei nº 2.959 de 1985,PE,2604106.0
11/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2604205.0
11/02/2021,Feriado Municipal,MUNICIPAL,,PE,2604304.0
24/09/2021,Feriado Municipal,MUNICIPAL,,PE,2604304.0
20/12/2021,Feriado Municipal,MUNICIPAL,,PE,2604304.0
15/03/2021,Feriado Municipal,MUNICIPAL,,PE,2604502.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2604502.0
20/12/2021,Feriado Municipal,MUNICIPAL,,PE,2604502.0
15/09/2021,Feriado Municipal,MUNICIPAL,,PE,2604601.0
11/11/2021,Feriado Municipal,MUNICIPAL,,PE,2604601.0
27/08/2021,Feriado Municipal,MUNICIPAL,,PE,2604700.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2604700.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2604908.0
20/12/2021,Feriado Municipal,MUNICIPAL,,PE,2604908.0
06/01/2021,Feriado Municipal,MUNICIPAL,,PE,2605004.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PE,2605004.0
29/12/2021,Feriado Municipal,MUNICIPAL,,PE,2605004.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2605103.0
11/09/2021,Feriado Municipal,MUNICIPAL,,PE,2605103.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2605152.0
01/10/2021,Feriado Municipal,MUNICIPAL,,PE,2605152.0
24/05/2021,Feriado Municipal,MUNICIPAL,,PE,2605202.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2605202.0
14/01/2021,Bom Jesus dos Aflitos,MUNICIPAL,Padroeiro do município,PE,2605301.0
02/08/2021,Morte de Luiz Gonzaga,MUNICIPAL,Aniversário de morte de Luiz Gonzaga,PE,2605301.0
08/09/2021,Emancipação,MUNICIPAL,Emancipação Política de Exu,PE,2605301.0
01/11/2021,Todos os Santos,MUNICIPAL,Dia de todos os Santos,PE,2605301.0
13/12/2021,Nascimento de Luiz Gonzaga,MUNICIPAL,Aniversário de nascimento de Luiz Gonzaga,PE,2605301.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2605400.0
20/12/2021,Feriado Municipal,MUNICIPAL,,PE,2605400.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PE,2605459.0
10/08/2021,Feriado Municipal,MUNICIPAL,,PE,2605459.0
29/08/2021,Feriado Municipal,MUNICIPAL,,PE,2605459.0
11/09/2021,Feriado Municipal,MUNICIPAL,,PE,2605608.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2605608.0
20/06/2021,Aniversário,MUNICIPAL,Elevação da Vila de Floresta a categoria de cidade,PE,2605707.0
22/12/2021,Padroeiro,MUNICIPAL,Bom Jesus dos Aflitos,PE,2605707.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2605806.0
20/12/2021,Feriado Municipal,MUNICIPAL,,PE,2605806.0
10/04/2021,Feriado Municipal,MUNICIPAL,,PE,2605905.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PE,2605905.0
02/04/2021,Sexta-feira Santa,MUNICIPAL,Sexta-feira Santa,PE,2606002.0
03/06/2021,Corpus Christi,MUNICIPAL,,PE,2606002.0
13/06/2021,Santo Antônio,MUNICIPAL, Padroeiro de Garanhuns,PE,2606002.0
09/07/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2606101.0
15/08/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2606101.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2606101.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2606200.0
15/03/2021,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Gravatá,PE,2606408.0
26/07/2021,Feriado Municipal,MUNICIPAL,,PE,2606408.0
13/06/2021,Santo Antônio,MUNICIPAL,,PE,2606606.0
20/12/2021,Feriado Municipal,MUNICIPAL,,PE,2606606.0
27/09/2021,Aniversário,MUNICIPAL,Fundação de Igarassu,PE,2606804.0
08/12/2021,N. Sra. Conceição,MUNICIPAL,Nossa Senhora Conceição,PE,2606804.0
20/01/2021,Feriado Municipal,MUNICIPAL,,PE,2606903.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2606903.0
15/08/2021,Feriado Municipal,MUNICIPAL,,PE,2606903.0
20/12/2021,Feriado Municipal,MUNICIPAL,,PE,2606903.0
02/01/2021,Feriado Municipal,MUNICIPAL,,PE,2607000.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2607000.0
13/06/2021,Feriado Municipal,MUNICIPAL,Dia de Santo Antônio,PE,2607000.0
30/03/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2607208.0
29/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2607208.0
02/03/2021,Feriado Municipal,MUNICIPAL,,PE,2607307.0
15/08/2021,Feriado Municipal,MUNICIPAL,,PE,2607307.0
31/10/2021,Feriado Municipal,MUNICIPAL,,PE,2607307.0
28/04/2021,Feriado Municipal,MUNICIPAL,,PE,2607505.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2607505.0
02/02/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2607653.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2607653.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PE,2607703.0
29/12/2021,Feriado Municipal,MUNICIPAL,,PE,2607703.0
10/01/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2607752.0
15/05/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2607752.0
29/06/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2607752.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2607752.0
15/01/2021,Padroeiro,MUNICIPAL,"Dia de Santo Amaro, padroeiro da Cidade",PE,2607901.0
12/04/2021,Padroeira de Prazeres,MUNICIPAL,"Dia de N. Sra. dos Prazeres, padroeira de Prazeres",PE,2607901.0
04/05/2021,Aniversário,MUNICIPAL,Aniversário da cidade,PE,2607901.0
20/01/2021,Feriado Municipal,MUNICIPAL,,PE,2608008.0
02/03/2021,Feriado Municipal,MUNICIPAL,,PE,2608008.0
28/09/2021,Feriado Municipal,MUNICIPAL,,PE,2608057.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2608107.0
11/09/2021,Feriado Municipal,MUNICIPAL,,PE,2608404.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2608404.0
20/01/2021,Feriado Municipal,MUNICIPAL,,PE,2608503.0
20/12/2021,Feriado Municipal,MUNICIPAL,,PE,2608503.0
11/09/2021,Feriado Municipal,MUNICIPAL,,PE,2608701.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2608701.0
24/05/2021,Feriado Municipal,MUNICIPAL,,PE,2608750.0
16/06/2021,Feriado Municipal,MUNICIPAL,,PE,2608750.0
19/05/2021,Feriado Municipal,MUNICIPAL,,PE,2608800.0
13/06/2021,Santo Antônio,MUNICIPAL,,PE,2608800.0
06/04/2021,Feriado Municipal,MUNICIPAL,,PE,2608909.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PE,2608909.0
06/01/2021,Feriado Municipal,MUNICIPAL,,PE,2609006.0
20/01/2021,Feriado Municipal,MUNICIPAL,,PE,2609105.0
29/06/2021,Feriado Municipal,MUNICIPAL,,PE,2609105.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2609105.0
20/12/2021,Feriado Municipal,MUNICIPAL,,PE,2609105.0
28/01/2021,Feriado Municipal,MUNICIPAL,,PE,2609303.0
11/03/2021,Feriado Municipal,MUNICIPAL,,PE,2609303.0
19/05/2021,Feriado Municipal,MUNICIPAL,,PE,2614303.0
17/09/2021,Feriado Municipal,MUNICIPAL,,PE,2614303.0
11/09/2021,Feriado Municipal,MUNICIPAL,,PE,2609402.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2609402.0
17/05/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2609501.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2609501.0
12/03/2021,Aniversário da Cidade de Olinda,MUNICIPAL,"Aniversário da Cidade, conforme Lei Municipal nº 4.380 de 10/10/1983",PE,2609600.0
06/08/2021,São Salvador do Mundo,MUNICIPAL,"Dia de São Salvador do Mundo, Padroeiro da Cidade, conforme Lei Municipal nº 4.380 de 10/10/1983",PE,2609600.0
10/11/2021,Primeiro Grito de República no Brasil,MUNICIPAL,"Comemoração do Primeiro Grito de República no Brasil, conforme Lei Municipal nº 4.380 de 10/10/1983",PE,2609600.0
11/09/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2609709.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2609709.0
09/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2609709.0
20/01/2021,Feriado Municipal,MUNICIPAL,,PE,2609808.0
20/12/2021,Feriado Municipal,MUNICIPAL,,PE,2609808.0
20/01/2021,Feriado Municipal,MUNICIPAL,,PE,2609907.0
03/02/2021,Feriado Municipal,MUNICIPAL,,PE,2609907.0
14/05/2021,Feriado Municipal,MUNICIPAL,,PE,2609907.0
16/07/2021,Feriado Municipal,MUNICIPAL,,PE,2609907.0
09/06/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2610004.0
08/12/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2610004.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2610103.0
31/12/2021,Feriado Municipal,MUNICIPAL,,PE,2610103.0
02/05/2021,Feriado Municipal,MUNICIPAL,,PE,2610202.0
13/05/2021,Feriado Municipal,MUNICIPAL,,PE,2610400.0
01/07/2021,Feriado Municipal,MUNICIPAL,,PE,2610400.0
19/03/2021,São José,MUNICIPAL,Dia de São José,PE,2610509.0
08/12/2021,Feriado Municipal,MUNICIPAL,,PE,2610509.0
20/12/2021,Feriado Municipal,MUNICIPAL,,PE,2610509.0
27/07/2021,Feriado Municipal,MUNICIPAL,Feriado Municipal,PE,2610608.0
17/02/2021,Quarta-feira de cinzas,MUNICIPAL,,PE,2610707.0
04/09/2021,Emancipação Política,MUNICIPAL,Aniversário de Emancipação Política do Paulista,PE,2610707.0
