DATA,DIA,TIPO,DESCRICAO,ESTADO,CODIGO_MUNICIPIO,ANO,MES,NOME_MES,FERIADO_NACIONAL
2021-04-02,2,MUNICIPAL,"Sexta-Feira Santa, conforme decreto 1723/1996",MG,3101508.0,2021,4,April,Não
2021-06-03,3,MUNICIPAL,"Corpus Christi, conforme decreto 1723/1996",MG,3101508.0,2021,6,June,Não
2021-09-28,28,MUNICIPAL,"Aniversário da cidade e consagrado a São Cosme e São Damião, segundo decreto 1723/1996",MG,3101508.0,2021,9,September,Não
2021-11-20,20,MUNICIPAL,"Lei Municipal No 2.489, de 12 de março de 2007",MG,3101508.0,2021,11,November,Não
2021-03-19,19,MUNICIPAL,,MG,3101607.0,2021,3,March,Não
2021-10-15,15,MUNICIPAL,,MG,3101607.0,2021,10,October,Não
2021-12-08,8,MUNICIPAL,,MG,3101607.0,2021,12,December,Não
2021-06-24,24,MUNICIPAL,,MG,3101706.0,2021,6,June,Não
2021-01-20,20,MUNICIPAL,,MG,3101904.0,2021,1,January,Não
2021-12-17,17,MUNICIPAL,,MG,3101904.0,2021,12,December,Não
2021-12-28,28,MUNICIPAL,,MG,3101904.0,2021,12,December,Não
2021-07-26,26,MUNICIPAL,,MG,3102001.0,2021,7,July,Não
2021-12-17,17,MUNICIPAL,,MG,3102001.0,2021,12,December,Não
2021-12-08,8,MUNICIPAL,,MG,3153509.0,2021,12,December,Não
2021-03-19,19,MUNICIPAL,Dia de São José,MG,3102100.0,2021,3,March,Não
2021-12-08,8,MUNICIPAL,,MG,3102100.0,2021,12,December,Não
2021-02-05,5,MUNICIPAL,,MG,3102308.0,2021,2,February,Não
2021-01-20,20,MUNICIPAL,Feriado Municipal,MG,3102605.0,2021,1,January,Não
2021-02-22,22,MUNICIPAL,Feriado Municipal,MG,3102605.0,2021,2,February,Não
2021-07-20,20,MUNICIPAL,,MG,3102803.0,2021,7,July,Não
2021-08-15,15,MUNICIPAL,,MG,3102803.0,2021,8,August,Não
2021-02-14,14,MUNICIPAL,,MG,3102902.0,2021,2,February,Não
2021-07-26,26,MUNICIPAL,,MG,3102902.0,2021,7,July,Não
2021-12-27,27,MUNICIPAL,,MG,3102902.0,2021,12,December,Não
2021-09-08,8,MUNICIPAL,,MG,3103009.0,2021,9,September,Não
2021-01-20,20,MUNICIPAL,,MG,3103207.0,2021,1,January,Não
2021-03-01,1,MUNICIPAL,,MG,3103207.0,2021,3,March,Não
2021-12-08,8,MUNICIPAL,,MG,3103207.0,2021,12,December,Não
2021-06-13,13,MUNICIPAL,,MG,3103405.0,2021,6,June,Não
2021-09-21,21,MUNICIPAL,,MG,3103405.0,2021,9,September,Não
2021-08-06,6,MUNICIPAL,Feriado Municipal,MG,3103504.0,2021,8,August,Não
2021-08-15,15,MUNICIPAL,Feriado Municipal,MG,3103504.0,2021,8,August,Não
2021-08-28,28,MUNICIPAL,Feriado Municipal,MG,3103504.0,2021,8,August,Não
2021-09-29,29,MUNICIPAL,,MG,3103702.0,2021,9,September,Não
2021-04-27,27,MUNICIPAL,,MG,3103751.0,2021,4,April,Não
2021-09-17,17,MUNICIPAL,,MG,3103751.0,2021,9,September,Não
2021-01-20,20,MUNICIPAL,,MG,3103900.0,2021,1,January,Não
2021-12-08,8,MUNICIPAL,,MG,3103900.0,2021,12,December,Não
2021-02-16,16,MUNICIPAL,"Terça feira de carnaval, feriado municipal instituído pela Lei Municipal nº 6.725/2014",MG,3104007.0,2021,2,February,Não
2021-04-02,2,MUNICIPAL,Feriado municipal instituído pela Lei Municipal nº 6.725/2014,MG,3104007.0,2021,4,April,Não
2021-06-03,3,MUNICIPAL,Feriado municipal instituído pela Lei Municipal nº 6.725/2014,MG,3104007.0,2021,6,June,Não
2021-08-08,8,MUNICIPAL,"Festa de São Domingos, Feriado municipal instituído pela Lei Municipal nº 6.725/2014",MG,3104007.0,2021,8,August,Não
2021-08-15,15,MUNICIPAL,"Festa de Nossa Senhora Abadia, Feriado municipal instituído pela Lei Municipal nº 6.725/2014",MG,3104007.0,2021,8,August,Não
2021-12-19,19,MUNICIPAL,"Dia do Município, feriado municipal instituído pela Lei Orgânica Municipal",MG,3104007.0,2021,12,December,Não
2021-01-06,6,MUNICIPAL,,MG,3104106.0,2021,1,January,Não
2021-06-24,24,MUNICIPAL,,MG,3104106.0,2021,6,June,Não
2021-08-30,30,MUNICIPAL,,MG,3104106.0,2021,8,August,Não
2021-07-16,16,MUNICIPAL,Feriado Municipal,MG,3104205.0,2021,7,July,Não
2021-12-08,8,MUNICIPAL,Feriado Municipal,MG,3104205.0,2021,12,December,Não
2021-01-20,20,MUNICIPAL,,MG,3104304.0,2021,1,January,Não
2021-09-10,10,MUNICIPAL,,MG,3104304.0,2021,9,September,Não
2021-09-14,14,MUNICIPAL,,MG,3104403.0,2021,9,September,Não
2021-03-01,1,MUNICIPAL,Feriado Municipal,MG,3104502.0,2021,3,March,Não
2021-05-14,14,MUNICIPAL,Feriado Municipal,MG,3104502.0,2021,5,May,Não
2021-12-08,8,MUNICIPAL,Feriado Municipal,MG,3104502.0,2021,12,December,Não
2021-06-13,13,MUNICIPAL,,MG,3104601.0,2021,6,June,Não
2021-12-08,8,MUNICIPAL,,MG,3104601.0,2021,12,December,Não
2021-06-24,24,MUNICIPAL,,MG,3104700.0,2021,6,June,Não
2021-08-06,6,MUNICIPAL,,MG,3104700.0,2021,8,August,Não
2021-12-31,31,MUNICIPAL,,MG,3104700.0,2021,12,December,Não
2021-03-01,1,MUNICIPAL,,MG,3104809.0,2021,3,March,Não
2021-12-08,8,MUNICIPAL,,MG,3104809.0,2021,12,December,Não
2021-05-02,2,MUNICIPAL,Feriado Municipal,MG,3104908.0,2021,5,May,Não
2021-06-14,14,MUNICIPAL,Feriado Municipal,MG,3104908.0,2021,6,June,Não
2021-09-08,8,MUNICIPAL,Feriado Municipal,MG,3104908.0,2021,9,September,Não
2021-12-08,8,MUNICIPAL,Feriado Municipal,MG,3104908.0,2021,12,December,Não
2021-07-10,10,MUNICIPAL,,MG,3105103.0,2021,7,July,Não
2021-07-26,26,MUNICIPAL,,MG,3105103.0,2021,7,July,Não
2021-12-08,8,MUNICIPAL,,MG,3105103.0,2021,12,December,Não
2021-06-24,24,MUNICIPAL,Feriado Municipal,MG,3105400.0,2021,6,June,Não
2021-12-08,8,MUNICIPAL,Feriado Municipal,MG,3105400.0,2021,12,December,Não
2021-12-08,8,MUNICIPAL,,MG,3105509.0,2021,12,December,Não
2021-08-14,14,MUNICIPAL,Feriado Municipal,MG,3105608.0,2021,8,August,Não
2021-09-15,15,MUNICIPAL,Feriado Municipal,MG,3105608.0,2021,9,September,Não
2021-12-08,8,MUNICIPAL,Feriado Municipal,MG,3105608.0,2021,12,December,Não
2021-03-19,19,MUNICIPAL,Dia de São José,MG,3105707.0,2021,3,March,Não
2021-07-26,26,MUNICIPAL,,MG,3105905.0,2021,7,July,Não
2021-12-08,8,MUNICIPAL,,MG,3105905.0,2021,12,December,Não
2021-01-20,20,MUNICIPAL,,MG,3106002.0,2021,1,January,Não
2021-04-29,29,MUNICIPAL,,MG,3106002.0,2021,4,April,Não
2021-10-31,31,MUNICIPAL,,MG,3106002.0,2021,10,October,Não
2021-12-08,8,MUNICIPAL,,MG,3106002.0,2021,12,December,Não
2021-04-02,2,MUNICIPAL,"conforme Lei nº 1327, de 08 de fevereiro de 1967",MG,3106200.0,2021,4,April,Não
2021-06-03,3,MUNICIPAL,"conforme Lei nº 1327, de 08 de fevereiro de 1967",MG,3106200.0,2021,6,June,Não
2021-08-15,15,MUNICIPAL,"conforme Lei nº 1327, de 08 de fevereiro de 1967",MG,3106200.0,2021,8,August,Não
2021-12-08,8,MUNICIPAL,"conforme Lei nº 1327, de 08 de fevereiro de 1967",MG,3106200.0,2021,12,December,Não
2021-03-01,1,MUNICIPAL,,MG,3106309.0,2021,3,March,Não
2021-09-15,15,MUNICIPAL,,MG,3106309.0,2021,9,September,Não
2021-01-20,20,MUNICIPAL,,MG,3106408.0,2021,1,January,Não
2021-07-26,26,MUNICIPAL,,MG,3106408.0,2021,7,July,Não
2021-12-08,8,MUNICIPAL,,MG,3106408.0,2021,12,December,Não
2021-12-17,17,MUNICIPAL,,MG,3106408.0,2021,12,December,Não
2021-03-01,1,MUNICIPAL,,MG,3106507.0,2021,3,March,Não
2021-05-31,31,MUNICIPAL,,MG,3106507.0,2021,5,May,Não
2021-12-08,8,MUNICIPAL,,MG,3106507.0,2021,12,December,Não
2021-04-02,2,MUNICIPAL,,MG,3106705.0,2021,4,April,Não
2021-06-03,3,MUNICIPAL,conforme Lei Municipal nº 4.731 de 22/12/2008,MG,3106705.0,2021,6,June,Não
2021-07-16,16,MUNICIPAL,"Padroeira da cidade, conforme Lei Municipal nº 4.731 de 22/12/2008",MG,3106705.0,2021,7,July,Não
2021-11-20,20,MUNICIPAL,conforme Lei Municipal nº 4.731 de 22/12/2008,MG,3106705.0,2021,11,November,Não
2021-03-19,19,MUNICIPAL,"Dia de São José, padroeiro da cidade",MG,3106903.0,2021,3,March,Não
2021-06-13,13,MUNICIPAL,Dia de Santo Antônio,MG,3106903.0,2021,6,June,Não
2021-08-15,15,MUNICIPAL,,MG,3106903.0,2021,8,August,Não
2021-09-15,15,MUNICIPAL,,MG,3107109.0,2021,9,September,Não
2021-07-14,14,MUNICIPAL,,MG,3107307.0,2021,7,July,Não
2021-04-02,2,MUNICIPAL,"feriado municipal religioso instituído pela Lei Municipal 713, de 30 de dezembro de 1.976",MG,3107406.0,2021,4,April,Não
2021-06-01,1,MUNICIPAL,"feriado cívico instituído pela Lei Municipal 713, de 30 de dezembro de 1.976",MG,3107406.0,2021,6,June,Não
2021-06-03,3,MUNICIPAL,"feriado municipal religioso instituído pela Lei Municipal 713, de 30 de dezembro de 1.976",MG,3107406.0,2021,6,June,Não
2021-08-19,19,MUNICIPAL,feriado religioso instituído pela Lei Municipal 713/76 e alterada pela Lei nº 2.328/13,MG,3107406.0,2021,8,August,Não
2021-08-15,15,MUNICIPAL,,MG,3107505.0,2021,8,August,Não
2021-12-17,17,MUNICIPAL,,MG,3107505.0,2021,12,December,Não
2021-03-01,1,MUNICIPAL,,MG,3107604.0,2021,3,March,Não
2021-09-08,8,MUNICIPAL,,MG,3107604.0,2021,9,September,Não
2021-08-06,6,MUNICIPAL,Feriado Municipal,MG,3107703.0,2021,8,August,Não
2021-12-12,12,MUNICIPAL,Feriado Municipal,MG,3107703.0,2021,12,December,Não
2021-09-13,13,MUNICIPAL,,MG,3107802.0,2021,9,September,Não
2021-12-08,8,MUNICIPAL,,MG,3107802.0,2021,12,December,Não
2021-12-31,31,MUNICIPAL,,MG,3107802.0,2021,12,December,Não
2021-01-20,20,MUNICIPAL,Feriado Municipal,MG,3107901.0,2021,1,January,Não
2021-08-16,16,MUNICIPAL,Feriado Municipal,MG,3107901.0,2021,8,August,Não
2021-12-08,8,MUNICIPAL,Feriado Municipal,MG,3107901.0,2021,12,December,Não
2021-12-12,12,MUNICIPAL,Feriado Municipal,MG,3107901.0,2021,12,December,Não
2021-09-08,8,MUNICIPAL,Feriado Municipal,MG,3108008.0,2021,9,September,Não
2021-12-08,8,MUNICIPAL,Feriado Municipal,MG,3108008.0,2021,12,December,Não
2021-06-13,13,MUNICIPAL,,MG,3108107.0,2021,6,June,Não
2021-08-15,15,MUNICIPAL,,MG,3108107.0,2021,8,August,Não
2021-03-01,1,MUNICIPAL,,MG,3108206.0,2021,3,March,Não
2021-08-06,6,MUNICIPAL,,MG,3108206.0,2021,8,August,Não
2021-10-31,31,MUNICIPAL,,MG,3108206.0,2021,10,October,Não
2021-07-16,16,MUNICIPAL,Feriado Municipal,MG,3108305.0,2021,7,July,Não
2021-12-08,8,MUNICIPAL,Feriado Municipal,MG,3108305.0,2021,12,December,Não
2021-03-19,19,MUNICIPAL,Dia de São José,MG,3108404.0,2021,3,March,Não
2021-08-30,30,MUNICIPAL,,MG,3108404.0,2021,8,August,Não
2021-12-08,8,MUNICIPAL,,MG,3108404.0,2021,12,December,Não
2021-05-22,22,MUNICIPAL,,MG,3108552.0,2021,5,May,Não
2021-10-31,31,MUNICIPAL,,MG,3108552.0,2021,10,October,Não
2021-12-22,22,MUNICIPAL,,MG,3108552.0,2021,12,December,Não
2021-01-20,20,MUNICIPAL,,MG,3108602.0,2021,1,January,Não
2021-07-26,26,MUNICIPAL,,MG,3108602.0,2021,7,July,Não
2021-12-08,8,MUNICIPAL,,MG,3108602.0,2021,12,December,Não
2021-08-07,7,MUNICIPAL,,MG,3108909.0,2021,8,August,Não
2021-09-16,16,MUNICIPAL,,MG,3108909.0,2021,9,September,Não
2021-12-08,8,MUNICIPAL,,MG,3108909.0,2021,12,December,Não
2021-01-20,20,MUNICIPAL,São Sebastião,MG,3109006.0,2021,1,January,Não
2021-09-24,24,MUNICIPAL,Nossa Senhora das Mercês,MG,3109006.0,2021,9,September,Não
2021-12-08,8,MUNICIPAL,Imaculada Conceição,MG,3109006.0,2021,12,December,Não
2021-05-13,13,MUNICIPAL,,MG,3109105.0,2021,5,May,Não
2021-08-06,6,MUNICIPAL,,MG,3109105.0,2021,8,August,Não
2021-12-17,17,MUNICIPAL,,MG,3109105.0,2021,12,December,Não
2021-12-08,8,MUNICIPAL,,MG,3109204.0,2021,12,December,Não
2021-12-17,17,MUNICIPAL,,MG,3109204.0,2021,12,December,Não
2021-03-01,1,MUNICIPAL,,MG,3109303.0,2021,3,March,Não
2021-09-08,8,MUNICIPAL,,MG,3109303.0,2021,9,September,Não
2021-11-30,30,MUNICIPAL,,MG,3109303.0,2021,11,November,Não
2021-03-01,1,MUNICIPAL,,MG,3109402.0,2021,3,March,Não
2021-12-08,8,MUNICIPAL,,MG,3109402.0,2021,12,December,Não
2021-08-15,15,MUNICIPAL,,MG,3109501.0,2021,8,August,Não
2021-10-30,30,MUNICIPAL,,MG,3109501.0,2021,10,October,Não
2021-12-08,8,MUNICIPAL,,MG,3109501.0,2021,12,December,Não
2021-03-01,1,MUNICIPAL,,MG,3109600.0,2021,3,March,Não
2021-06-01,1,MUNICIPAL,,MG,3109709.0,2021,6,June,Não
2021-06-24,24,MUNICIPAL,,MG,3109709.0,2021,6,June,Não
2021-06-24,24,MUNICIPAL,Feriado Municipal,MG,3102704.0,2021,6,June,Não
2021-08-30,30,MUNICIPAL,Feriado Municipal,MG,3102704.0,2021,8,August,Não
2021-12-08,8,MUNICIPAL,Feriado Municipal,MG,3102704.0,2021,12,December,Não
2021-06-24,24,MUNICIPAL,,MG,3109808.0,2021,6,June,Não
2021-08-31,31,MUNICIPAL,,MG,3109808.0,2021,8,August,Não
2021-06-13,13,MUNICIPAL,,MG,3109907.0,2021,6,June,Não
2021-12-08,8,MUNICIPAL,,MG,3109907.0,2021,12,December,Não
2021-02-14,14,MUNICIPAL,,MG,3110004.0,2021,2,February,Não
2021-08-15,15,MUNICIPAL,,MG,3110004.0,2021,8,August,Não
2021-12-08,8,MUNICIPAL,,MG,3110004.0,2021,12,December,Não
2021-06-24,24,MUNICIPAL,,MG,3110103.0,2021,6,June,Não
2021-03-27,27,MUNICIPAL,Feriado Municipal,MG,3110301.0,2021,3,March,Não
2021-08-15,15,MUNICIPAL,Feriado Municipal,MG,3110301.0,2021,8,August,Não
2021-03-01,1,MUNICIPAL,,MG,3110400.0,2021,3,March,Não
2021-09-15,15,MUNICIPAL,,MG,3110400.0,2021,9,September,Não
2021-07-20,20,MUNICIPAL,Feriado Municipal,MG,3110509.0,2021,7,July,Não
2021-12-08,8,MUNICIPAL,Feriado Municipal,MG,3110509.0,2021,12,December,Não
2021-05-24,24,MUNICIPAL,,MG,3110608.0,2021,5,May,Não
2021-07-16,16,MUNICIPAL,,MG,3110608.0,2021,7,July,Não
2021-01-20,20,MUNICIPAL,,MG,3110707.0,2021,1,January,Não
2021-05-12,12,MUNICIPAL,,MG,3110707.0,2021,5,May,Não
2021-12-08,8,MUNICIPAL,,MG,3110707.0,2021,12,December,Não
2021-08-31,31,MUNICIPAL,,MG,3110806.0,2021,8,August,Não
2021-09-26,26,MUNICIPAL,,MG,3110806.0,2021,9,September,Não
2021-12-13,13,MUNICIPAL,,MG,3110806.0,2021,12,December,Não
2021-06-13,13,MUNICIPAL,Dia de Santo Antônio,MG,3110905.0,2021,6,June,Não
2021-07-16,16,MUNICIPAL,Feriado Municipal,MG,3111002.0,2021,7,July,Não
2021-08-30,30,MUNICIPAL,Feriado Municipal,MG,3111002.0,2021,8,August,Não
2021-11-27,27,MUNICIPAL,,MG,3111101.0,2021,11,November,Não
2021-12-17,17,MUNICIPAL,,MG,3111101.0,2021,12,December,Não
2021-09-28,28,MUNICIPAL,,MG,3111200.0,2021,9,September,Não
2021-08-15,15,MUNICIPAL,,MG,3111309.0,2021,8,August,Não
2021-12-27,27,MUNICIPAL,,MG,3111309.0,2021,12,December,Não
2021-01-06,6,MUNICIPAL,,MG,3111408.0,2021,1,January,Não
2021-09-15,15,MUNICIPAL,,MG,3111408.0,2021,9,September,Não
2021-12-17,17,MUNICIPAL,,MG,3111408.0,2021,12,December,Não
2021-09-23,23,MUNICIPAL,,MG,3111507.0,2021,9,September,Não
2021-07-16,16,MUNICIPAL,Feriado Municipal,MG,3111606.0,2021,7,July,Não
2021-08-15,15,MUNICIPAL,,MG,3111903.0,2021,8,August,Não
2021-09-01,1,MUNICIPAL,,MG,3111903.0,2021,9,September,Não
2021-01-20,20,MUNICIPAL,,MG,3111804.0,2021,1,January,Não
2021-02-14,14,MUNICIPAL,,MG,3111804.0,2021,2,February,Não
2021-05-13,13,MUNICIPAL,,MG,3111804.0,2021,5,May,Não
2021-07-14,14,MUNICIPAL,,MG,3111804.0,2021,7,July,Não
2021-08-15,15,MUNICIPAL,,MG,3111804.0,2021,8,August,Não
2021-08-15,15,MUNICIPAL,,MG,3112000.0,2021,8,August,Não
2021-12-17,17,MUNICIPAL,,MG,3112000.0,2021,12,December,Não
2021-09-15,15,MUNICIPAL,,MG,3112208.0,2021,9,September,Não
2021-12-08,8,MUNICIPAL,,MG,3112208.0,2021,12,December,Não
2021-02-22,22,MUNICIPAL,Feriado Municipal,MG,3112307.0,2021,2,February,Não
2021-02-24,24,MUNICIPAL,Feriado Municipal,MG,3112307.0,2021,2,February,Não
2021-07-23,23,MUNICIPAL,Feriado Municipal,MG,3112307.0,2021,7,July,Não
2021-08-15,15,MUNICIPAL,Feriado Municipal,MG,3112307.0,2021,8,August,Não
2021-12-08,8,MUNICIPAL,Feriado Municipal,MG,3112307.0,2021,12,December,Não
2021-03-19,19,MUNICIPAL,Dia de São José,MG,3112406.0,2021,3,March,Não
2021-12-08,8,MUNICIPAL,,MG,3112406.0,2021,12,December,Não
2021-06-15,15,MUNICIPAL,,MG,3112604.0,2021,6,June,Não
2021-06-29,29,MUNICIPAL,,MG,3112604.0,2021,6,June,Não
2021-11-27,27,MUNICIPAL,"Homenagem à Nossa Senhora Das Graças - Medalha Milagrosa, Projeto de Lei 1.799/2017",MG,3112604.0,2021,11,November,Não
2021-01-20,20,MUNICIPAL,Feriado Municipal,MG,3112703.0,2021,1,January,Não
2021-12-08,8,MUNICIPAL,Feriado Municipal,MG,3112703.0,2021,12,December,Não
2021-01-20,20,MUNICIPAL,Feriado Municipal,MG,3112802.0,2021,1,January,Não
2021-12-08,8,MUNICIPAL,Feriado Municipal,MG,3112802.0,2021,12,December,Não
2021-12-27,27,MUNICIPAL,Feriado Municipal,MG,3112802.0,2021,12,December,Não
2021-03-19,19,MUNICIPAL,Dia de São José,MG,3113008.0,2021,3,March,Não
2021-07-26,26,MUNICIPAL,,MG,3113206.0,2021,7,July,Não
2021-12-08,8,MUNICIPAL,,MG,3113206.0,2021,12,December,Não
2021-01-07,7,MUNICIPAL,,MG,3113305.0,2021,1,January,Não
2021-12-13,13,MUNICIPAL,,MG,3113305.0,2021,12,December,Não
2021-06-03,3,MUNICIPAL,,MG,3113404.0,2021,6,June,Não
2021-06-24,24,MUNICIPAL,Aniversário do Município,MG,3113404.0,2021,6,June,Não
2021-12-08,8,MUNICIPAL,Dia Imaculada Conceição,MG,3113404.0,2021,12,December,Não
2021-06-29,29,MUNICIPAL,Feriado Municipal,MG,3113503.0,2021,6,June,Não
2021-08-15,15,MUNICIPAL,Feriado Municipal,MG,3113503.0,2021,8,August,Não
2021-12-08,8,MUNICIPAL,,MG,3113602.0,2021,12,December,Não
2021-01-20,20,MUNICIPAL," Dia de São Sebastião, padroeiro da cidade",MG,3113701.0,2021,1,January,Não
2021-04-02,2,MUNICIPAL,Paixão de Cristo,MG,3113701.0,2021,4,April,Não
2021-06-03,3,MUNICIPAL,Corpus Christi,MG,3113701.0,2021,6,June,Não
2021-12-17,17,MUNICIPAL,Aniversário de Emancipação Política do Município,MG,3113701.0,2021,12,December,Não
2021-07-16,16,MUNICIPAL,,MG,3113909.0,2021,7,July,Não
2021-12-17,17,MUNICIPAL,,MG,3113909.0,2021,12,December,Não
2021-07-16,16,MUNICIPAL,,MG,3114006.0,2021,7,July,Não
2021-12-17,17,MUNICIPAL,,MG,3114006.0,2021,12,December,Não
2021-07-16,16,MUNICIPAL,,MG,3114105.0,2021,7,July,Não
2021-09-16,16,MUNICIPAL,,MG,3114105.0,2021,9,September,Não
2021-07-16,16,MUNICIPAL,,MG,3114204.0,2021,7,July,Não
2021-09-14,14,MUNICIPAL,,MG,3114204.0,2021,9,September,Não
2021-12-27,27,MUNICIPAL,,MG,3114204.0,2021,12,December,Não
2021-01-20,20,MUNICIPAL,,MG,3114303.0,2021,1,January,Não
2021-07-16,16,MUNICIPAL,,MG,3114303.0,2021,7,July,Não
2021-07-16,16,MUNICIPAL,,MG,3114402.0,2021,7,July,Não
2021-08-06,6,MUNICIPAL,,MG,3114402.0,2021,8,August,Não
2021-11-05,5,MUNICIPAL,,MG,3114402.0,2021,11,November,Não
2021-04-02,2,MUNICIPAL,Sexta Feira Santa,MG,3114501.0,2021,4,April,Não
2021-06-03,3,MUNICIPAL,Dia de Corpus Christi,MG,3114501.0,2021,6,June,Não
2021-07-16,16,MUNICIPAL,Dia da Padroeira Nossa Senhora do Carmo,MG,3114501.0,2021,7,July,Não
2021-12-27,27,MUNICIPAL,Dia do aniversário do Município,MG,3114501.0,2021,12,December,Não
2021-04-28,28,MUNICIPAL,,MG,3114550.0,2021,4,April,Não
2021-04-09,9,MUNICIPAL,,MG,3114600.0,2021,4,April,Não
2021-08-15,15,MUNICIPAL,,MG,3114600.0,2021,8,August,Não
2021-12-08,8,MUNICIPAL,,MG,3114600.0,2021,12,December,Não
2021-01-20,20,MUNICIPAL,,MG,3114709.0,2021,1,January,Não
2021-12-08,8,MUNICIPAL,,MG,3114709.0,2021,12,December,Não
2021-04-22,22,MUNICIPAL,,MG,3114808.0,2021,4,April,Não
2021-08-02,2,MUNICIPAL,,MG,3114808.0,2021,8,August,Não
2021-01-20,20,MUNICIPAL,,MG,3114907.0,2021,1,January,Não
2021-06-23,23,MUNICIPAL,,MG,3115003.0,2021,6,June,Não
2021-06-24,24,MUNICIPAL,,MG,3115003.0,2021,6,June,Não
2021-08-15,15,MUNICIPAL,,MG,3115003.0,2021,8,August,Não
2021-12-27,27,MUNICIPAL,,MG,3115003.0,2021,12,December,Não
2021-05-22,22,MUNICIPAL,,MG,3115102.0,2021,5,May,Não
2021-12-08,8,MUNICIPAL,,MG,3115102.0,2021,12,December,Não
2021-05-22,22,MUNICIPAL,"Padroeira de Cataguases, Santa Rita de Cassia.",MG,3115300.0,2021,5,May,Não
2021-06-03,3,MUNICIPAL,Corpus Christi,MG,3115359.0,2021,6,June,Não
2021-12-08,8,MUNICIPAL,Dia de Nossa Senhora da Conceição,MG,3115359.0,2021,12,December,Não
2021-09-29,29,MUNICIPAL,,MG,3115458.0,2021,9,September,Não
2021-08-15,15,MUNICIPAL,,MG,3115508.0,2021,8,August,Não
2021-09-16,16,MUNICIPAL,,MG,3115508.0,2021,9,September,Não
2021-03-01,1,MUNICIPAL,,MG,3115706.0,2021,3,March,Não
2021-03-27,27,MUNICIPAL,,MG,3115706.0,2021,3,March,Não
2021-01-09,9,MUNICIPAL,,MG,3115805.0,2021,1,January,Não
2021-07-16,16,MUNICIPAL,,MG,3115805.0,2021,7,July,Não
2021-08-15,15,MUNICIPAL,,MG,3115805.0,2021,8,August,Não
2021-03-01,1,MUNICIPAL,,MG,3116001.0,2021,3,March,Não
2021-08-16,16,MUNICIPAL,,MG,3116001.0,2021,8,August,Não
2021-10-31,31,MUNICIPAL,,MG,3116001.0,2021,10,October,Não
2021-03-01,1,MUNICIPAL,,MG,3116100.0,2021,3,March,Não
2021-08-20,20,MUNICIPAL,,MG,3116407.0,2021,8,August,Não
2021-12-12,12,MUNICIPAL,,MG,3116407.0,2021,12,December,Não
2021-08-30,30,MUNICIPAL,Feriado Municipal,MG,3116605.0,2021,8,August,Não
2021-12-08,8,MUNICIPAL,Feriado Municipal,MG,3116605.0,2021,12,December,Não
2021-01-20,20,MUNICIPAL,,MG,3116704.0,2021,1,January,Não
2021-12-08,8,MUNICIPAL,,MG,3116704.0,2021,12,December,Não
2021-12-31,31,MUNICIPAL,,MG,3116704.0,2021,12,December,Não
2021-06-13,13,MUNICIPAL,,MG,3116803.0,2021,6,June,Não
2021-07-23,23,MUNICIPAL,,MG,3116803.0,2021,7,July,Não
2021-01-20,20,MUNICIPAL,,MG,3116902.0,2021,1,January,Não
2021-12-08,8,MUNICIPAL,,MG,3116902.0,2021,12,December,Não
2021-09-21,21,MUNICIPAL,,MG,3117009.0,2021,9,September,Não
2021-11-16,16,MUNICIPAL,,MG,3117009.0,2021,11,November,Não
2021-08-15,15,MUNICIPAL,,MG,3117108.0,2021,8,August,Não
2021-09-04,4,MUNICIPAL,,MG,3117108.0,2021,9,September,Não
2021-12-08,8,MUNICIPAL,,MG,3117108.0,2021,12,December,Não
2021-12-17,17,MUNICIPAL,,MG,3117306.0,2021,12,December,Não
2021-04-19,19,MUNICIPAL,,MG,3117207.0,2021,4,April,Não
2021-12-08,8,MUNICIPAL,,MG,3117207.0,2021,12,December,Não
2021-01-20,20,MUNICIPAL,Feriado Municipal,MG,3117504.0,2021,1,January,Não
2021-06-24,24,MUNICIPAL,Feriado Municipal,MG,3117504.0,2021,6,June,Não
2021-12-08,8,MUNICIPAL,Feriado Municipal,MG,3117504.0,2021,12,December,Não
2021-03-01,1,MUNICIPAL,,MG,3117603.0,2021,3,March,Não
2021-04-22,22,MUNICIPAL,,MG,3117603.0,2021,4,April,Não
2021-07-01,1,MUNICIPAL,,MG,3117603.0,2021,7,July,Não
2021-12-08,8,MUNICIPAL,,MG,3117603.0,2021,12,December,Não
2021-01-20,20,MUNICIPAL,,MG,3117702.0,2021,1,January,Não
2021-08-30,30,MUNICIPAL,,MG,3117702.0,2021,8,August,Não
2021-12-08,8,MUNICIPAL,,MG,3117702.0,2021,12,December,Não
2021-08-06,6,MUNICIPAL,,MG,3117801.0,2021,8,August,Não
2021-12-08,8,MUNICIPAL,,MG,3117801.0,2021,12,December,Não
2021-03-19,19,MUNICIPAL,"Data em que se comemora o dia do Padroeiro do Município, Santo São José",MG,3117876.0,2021,3,March,Não
2021-04-02,2,MUNICIPAL,Sexta-Feira Santa,MG,3117876.0,2021,4,April,Não
2021-06-03,3,MUNICIPAL,Dia de Corpus Christi,MG,3117876.0,2021,6,June,Não
2021-10-18,18,MUNICIPAL,Consagrado à Mãe Rainha - dia de Nossa Senhora de Schoestatt,MG,3117876.0,2021,10,October,Não
2021-12-21,21,MUNICIPAL,"Data de emancipação política de Confins, conforme Lei Estadual nº 12.030, de 21 de dezembro de 1995.",MG,3117876.0,2021,12,December,Não
2021-03-19,19,MUNICIPAL,Dia de São José,MG,3117900.0,2021,3,March,Não
